Im2d2Col_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x128x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x128x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x128x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x128x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,{,256,1,1},9216,62,98,12544,8299,1080.14,288,35,8,0,0,51213.44,50176
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Im2d2Col_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,64x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Im2d2Col_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,256x32x8,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x128x16,SE,APM1,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x128x16,SE,APM1,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
miog_betac_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS1,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x8,SE,APM0,AF0EM1,AF1EM1,AMAS1,ASEM1,BL1,D,{,256,1,1},14336,69,82,6400,8533.64,992.45,224,35,66.89,0,0,115950.75,13644.19
sp3AsmConv3x3F_gfx906,,,,,,,,,,,,,,,,,,,,,,,,,,
Cijk_Ailk_Bljk_SB_M,128x64x16,SE,APM0,AF0EM1,AF1EM1,AMAS3,ASEM1,BL1,D,,,,,,,,,,,,,,,,,
